mean_distance,mean_duration,total_amount,rush_hour
1.4675510204081632,9.273469387755101,7.3,1
0.8047916666666667,5.777430555555555,5.300000000000001,0
1.4047368421052633,8.096491228070176,8.3,0
1.458,12.723333333333333,8.8,0
2.05875,11.25625,12.3,1
0.8814285714285715,7.25,7.8,1
2.260909090909091,15.786363636363637,11.3,0
3.388888888888889,11.983333333333333,17.8,1
1.22075,6.367916666666667,9.3,0
0.6842424242424242,6.609090909090909,6.8,0
2.29,17.11190476190476,11.3,0
0.0,0.0,11.3,1
1.0878125,9.413541666666667,9.3,1
0.7480952380952381,9.055555555555555,6.8,0
1.918,10.553333333333333,8.8,0
0.6828947368421052,4.494736842105263,8.3,0
2.5399999999999996,13.941025641025643,15.8,0
1.4705882352941178,13.030392156862746,10.8,0
1.0254761904761904,9.002380952380953,6.3,0
1.112857142857143,12.35873015873016,7.3,0
1.2576470588235293,13.459803921568627,9.3,0
4.495,16.141666666666666,17.8,0
0.775,11.602083333333333,15.25,1
5.15,31.942708333333336,25.3,0
1.0878125,9.413541666666667,7.3,1
2.964,12.809999999999999,11.8,0
2.035555555555556,9.940740740740742,10.8,0
2.1055555555555556,15.672222222222224,14.8,0
0.5,4.016666666666667,5.3,0
0.8542857142857143,6.105952380952381,6.800000000000001,0
0.9963636363636365,12.066666666666668,8.3,0
1.4708333333333332,9.312847222222222,11.8,1
2.4588888888888887,13.066666666666668,11.3,0
1.0025,6.179166666666666,9.8,0
2.122,11.273333333333333,13.8,1
0.77,3.6333333333333333,6.300000000000001,1
12.9,31.8,40.3,0
1.0374193548387096,6.557258064516129,5.8,0
1.5666666666666667,9.6,7.3,1
1.0105128205128204,8.135042735042735,6.3,0
9.918333333333333,27.387962962962963,30.300000000000004,0
1.7973076923076923,11.732692307692307,11.8,0
1.307037037037037,9.525925925925925,7.3,0
1.1625,11.910833333333333,6.800000000000001,1
2.975,15.208333333333332,14.3,0
1.1173684210526316,10.406140350877193,7.8,1
4.2,21.55,19.3,0
0.9852272727272727,9.233333333333333,7.8,0
1.5231578947368423,11.078070175438596,16.8,0
1.052741935483871,8.274731182795698,5.8,0
1.1228571428571428,8.315476190476192,7.8,1
13.26,31.942708333333336,39.3,0
5.949999999999999,31.942708333333336,26.8,0
1.0214814814814814,8.362962962962964,7.800000000000001,0
12.0,27.2,36.3,0
3.2785714285714285,17.39047619047619,13.3,0
0.8548,8.276666666666666,4.8,0
0.6947826086956522,5.81159420289855,6.3,1
0.8962162162162162,5.78963963963964,8.8,1
4.456,27.3,25.3,1
2.3473333333333333,22.615555555555556,14.8,0
5.325,26.95,21.3,0
1.9278947368421053,14.040350877192981,21.3,0
0.36,1.7666666666666666,4.8,0
8.283333333333333,29.41111111111111,29.3,0
1.0214814814814814,8.362962962962964,4.8,1
1.30875,6.758333333333333,8.8,0
3.176,18.343333333333334,17.3,0
1.2969696969696969,10.697474747474747,9.8,0
1.6119999999999999,9.234444444444446,10.8,0
2.86375,17.583333333333332,14.3,0
3.2399999999999998,31.942708333333336,17.8,1
1.3294117647058825,7.887254901960785,6.8,0
1.7533333333333334,9.864285714285714,13.3,1
3.65,23.45555555555556,18.8,0
1.1664999999999999,8.756666666666666,6.3,0
1.1664999999999999,8.756666666666666,12.3,0
1.0254761904761904,9.002380952380953,7.3,0
0.8522727272727273,6.58560606060606,7.3,1
1.230597014925373,31.942708333333336,9.8,1
1.0836363636363637,11.473484848484848,6.8,0
1.2804166666666668,8.785416666666666,7.3,0
1.436,17.813333333333333,13.8,1
1.181904761904762,10.54047619047619,9.8,0
3.4499999999999997,17.822222222222223,9.8,0
1.7955555555555556,10.344444444444443,9.3,0
0.9964999999999999,6.278333333333333,6.8,0
0.8322857142857143,8.524761904761904,7.300000000000001,0
2.4779166666666668,15.940972222222221,17.3,1
2.33,15.091666666666667,13.8,0
1.5743749999999999,13.878124999999999,14.3,1
0.8504166666666667,6.919444444444444,7.800000000000001,1
7.0,18.05,22.8,1
0.9939024390243902,8.804878048780488,7.300000000000001,1
0.7083333333333334,8.223888888888888,7.3,1
2.1574999999999998,12.733333333333334,12.3,1
6.021666666666667,28.897222222222222,25.3,0
1.575,12.385833333333334,10.8,0
2.15,13.945833333333333,14.3,1
0.9748837209302326,7.737984496124032,12.3,0
7.210000000000001,14.655555555555557,21.3,0
7.736666666666667,31.361111111111114,29.3,0
2.6350000000000002,19.733333333333334,14.8,0
0.8240909090909091,4.753409090909091,5.300000000000001,0
1.4928571428571427,13.533333333333333,11.8,0
3.0185714285714282,14.228571428571428,10.3,1
0.9757777777777779,31.942708333333336,10.8,0
2.79,17.72222222222222,12.8,0
2.4944444444444445,11.485185185185186,12.3,0
1.781764705882353,13.262745098039217,9.3,0
1.545,10.720833333333333,10.8,0
0.9748837209302326,7.737984496124032,5.3,0
0.9077777777777778,7.714814814814815,6.8,0
1.6231818181818183,8.98030303030303,12.8,0
1.3622222222222222,9.342592592592592,6.3,1
1.7777777777777777,13.716666666666667,11.3,0
1.0254761904761904,9.002380952380953,6.3,0
1.3199999999999998,9.476470588235294,10.3,0
2.6,17.616666666666667,13.8,0
0.7416666666666667,6.263888888888889,7.800000000000001,1
0.9008695652173913,10.146376811594203,7.3,0
1.0116216216216216,7.7081081081081075,7.3,1
1.862222222222222,15.955555555555556,8.3,0
2.11,14.638888888888888,13.8,1
1.4809090909090907,13.362121212121213,8.299999999999999,1
1.051212121212121,8.531818181818181,7.300000000000001,0
1.6366666666666667,11.247222222222222,14.3,0
2.0166666666666666,15.507407407407406,16.8,1
2.496,17.306666666666665,12.3,0
4.2,22.95,19.3,0
3.668,15.41,15.8,0
1.0254761904761904,9.002380952380953,7.800000000000001,0
1.660625,17.852604166666666,14.3,0
1.22075,6.367916666666667,7.300000000000001,0
1.598181818181818,10.553030303030303,9.8,0
0.7512000000000001,4.763333333333333,6.8,1
0.6842424242424242,6.609090909090909,7.3,0
0.9067741935483871,7.301075268817205,7.300000000000001,0
0.8969230769230769,5.778205128205129,7.8,0
0.8240909090909091,4.753409090909091,5.8,1
2.0282758620689654,12.433908045977011,10.3,0
1.927741935483871,12.154301075268817,13.8,1
0.8969230769230769,5.778205128205129,4.8,0
1.9649999999999999,17.03333333333333,11.3,0
7.4399999999999995,18.766666666666666,24.3,1
1.2,8.6,8.299999999999999,1
1.3976470588235295,31.942708333333336,10.8,0
0.7690322580645161,4.996236559139785,5.3,0
0.9513513513513514,5.146396396396396,8.8,0
4.2,20.083333333333332,17.8,0
0.8814285714285715,7.25,7.8,0
2.21,13.564285714285715,15.8,1
1.3199999999999998,5.6,7.3,0
1.5985714285714285,7.123809523809524,10.8,0
1.1475,7.192361111111111,7.800000000000001,0
1.2505128205128206,9.424358974358976,7.8,0
1.1625,11.910833333333333,13.3,1
1.1355555555555557,6.517901234567902,6.8,0
1.7149999999999999,7.275,10.3,1
0.6404761904761904,5.765873015873016,5.8,1
1.0082178217821782,8.363861386138614,11.3,0
4.425000000000001,21.825,18.8,0
6.109999999999999,13.633333333333333,19.3,1
1.7988235294117647,14.706862745098038,11.8,0
7.41,24.094444444444445,26.3,0
0.6842424242424242,6.609090909090909,6.8,0
3.7449999999999997,20.605555555555554,18.8,1
1.0154545454545454,7.05,6.3,0
1.365,10.897916666666667,9.3,1
4.835,23.333333333333336,15.8,0
1.4047368421052633,8.096491228070176,9.3,0
1.2926923076923076,7.274358974358974,5.300000000000001,0
2.1383333333333336,13.63888888888889,8.8,0
1.5743749999999999,13.878124999999999,8.8,0
2.7925,17.891666666666666,14.8,0
4.43,14.966666666666667,15.8,0
3.7516666666666665,17.430555555555557,14.3,0
9.65157894736842,31.942708333333336,28.800000000000004,1
3.176,18.343333333333334,13.3,1
1.568,13.0875,10.8,1
0.78,12.575000000000001,11.3,1
4.2,16.3,21.8,1
0.0,0.05,3.8,0
1.5899999999999999,12.554166666666667,10.3,0
0.9513513513513514,5.146396396396396,6.3,0
5.88,27.788888888888888,30.300000000000004,1
2.375,16.065833333333334,10.8,0
3.38,18.903030303030302,17.8,0
1.7542857142857142,9.414285714285715,11.8,1
14.745000000000001,31.942708333333336,50.3,0
1.7326315789473685,12.910526315789474,8.8,0
8.18,24.433333333333334,27.3,0
0.72975,8.2675,5.3,0
0.9909375,7.9140625,13.3,0
1.7442857142857144,11.136904761904763,8.8,0
5.931428571428571,23.430952380952384,24.3,0
4.2,20.9,17.8,1
0.8,4.416666666666667,6.3,0
1.0374193548387096,6.557258064516129,7.8,0
4.7225,26.35625,23.3,1
3.1466666666666665,24.82962962962963,13.8,1
3.6159999999999997,14.503333333333334,10.8,0
0.9226666666666666,7.253333333333333,8.3,0
0.8542857142857143,6.105952380952381,5.3,0
1.0254761904761904,9.002380952380953,6.3,0
1.6275,10.85,12.8,0
3.5566666666666666,15.233333333333334,16.3,0
8.88125,23.997916666666665,29.800000000000004,0
1.1652380952380952,8.884920634920636,8.8,0
3.5583333333333336,16.877777777777776,20.8,0
2.825833333333333,23.9375,15.3,0
0.9668965517241379,10.121264367816092,7.799999999999999,1
0.7480952380952381,9.055555555555555,8.3,0
0.6842424242424242,6.609090909090909,6.3,1
3.65,23.45555555555556,27.3,0
3.7,19.116666666666667,16.3,0
1.2165217391304348,8.710869565217392,9.3,0
0.7644444444444445,6.359259259259259,5.8,1
10.1,31.942708333333336,34.8,0
0.5,4.833333333333333,5.800000000000001,0
2.373888888888889,14.205555555555556,9.8,0
