trip_distance,duration,total_amount,rush_hour
0.0,0.13333333333333333,3.8,0
2.79,11.716666666666667,13.3,0
2.9,13.65,13.8,0
1.1,21.416666666666668,14.3,0
1.52,4.5,7.300000000000001,1
3.09,13.15,13.8,0
2.4,17.433333333333334,14.8,0
14.47,24.516666666666666,40.8,0
10.13,31.2,32.8,0
1.08,5.4,7.3,0
1.06,9.383333333333333,9.3,1
8.1,24.05,26.8,0
1.2,13.866666666666667,10.3,0
0.4,2.566666666666667,5.3,0
2.25,9.15,10.8,0
0.78,10.566666666666666,8.8,0
1.53,15.166666666666666,11.8,1
1.99,6.4,8.8,0
5.3,39.35,26.8,0
2.1,12.716666666666667,12.3,1
0.8,4.083333333333333,6.8,1
0.87,7.05,7.3,0
1.4,15.416666666666666,11.8,0
2.15,16.25,13.3,0
9.37,26.316666666666666,31.300000000000004,0
0.9,5.616666666666666,6.800000000000001,0
1.6,13.466666666666667,10.8,1
9.93,24.816666666666666,29.800000000000004,0
1.83,13.866666666666667,12.3,1
3.18,18.666666666666668,15.8,0
1.2,12.333333333333334,9.8,1
1.91,19.75,15.3,1
1.17,11.4,10.3,1
15.82,39.883333333333326,49.3,0
2.63,13.933333333333334,12.8,0
9.9,20.35,29.300000000000004,1
0.86,10.85,9.3,0
1.66,7.933333333333334,9.3,0
1.96,12.7,12.3,1
0.83,2.783333333333333,5.3,0
0.6,6.4,6.8,0
1.22,5.283333333333333,6.8,0
0.76,6.166666666666667,6.8,0
2.17,10.483333333333333,10.8,0
10.7,34.5,34.800000000000004,1
1.6,26.983333333333334,16.799999999999997,0
1.0,12.183333333333334,9.8,0
2.6,10.783333333333333,11.8,0
0.8,3.0833333333333335,5.3,1
0.9,6.883333333333334,7.8,1
2.3,22.2,16.8,1
1.59,10.766666666666667,9.8,0
4.22,23.3,18.8,0
2.5,11.333333333333334,11.3,0
0.64,8.2,7.799999999999999,1
4.62,19.45,18.3,0
0.44,2.3,4.8,0
0.48,1.6333333333333333,4.3,1
1.6,9.45,9.8,0
1.0,13.233333333333333,10.3,0
0.8,5.7,6.3,1
10.0,32.06666666666667,35.800000000000004,0
0.4,3.2666666666666666,4.8,1
1.6,15.6,11.8,0
1.5,10.166666666666666,9.8,0
4.6,13.216666666666667,17.3,1
1.21,11.516666666666667,9.3,1
0.4,3.55,5.3,0
3.6,32.03333333333333,22.3,1
4.61,18.35,18.3,1
2.1,8.916666666666666,9.8,0
0.5,4.583333333333333,6.3,0
3.09,15.716666666666667,14.8,1
1.4,7.5,8.8,0
8.7,33.2,31.300000000000004,0
0.5,2.533333333333333,5.3,0
0.89,7.3,8.3,1
3.7,21.25,16.8,0
2.1,20.3,15.3,1
8.03,39.883333333333326,31.8,0
0.65,6.7,7.8,1
10.57,39.883333333333326,35.8,0
3.9,22.083333333333332,18.3,0
1.89,23.533333333333335,15.8,1
1.4,6.983333333333333,8.299999999999999,0
0.85,3.6333333333333333,5.8,1
2.4,9.033333333333333,10.8,0
1.2,8.083333333333334,7.8,0
0.63,5.05,5.8,1
1.2,5.766666666666667,7.8,0
1.7,7.833333333333333,9.3,0
1.65,12.033333333333333,11.3,1
1.8,5.266666666666667,7.8,1
1.2,5.933333333333334,6.8,1
5.52,27.716666666666665,23.8,1
2.3,25.3,17.3,0
2.06,13.766666666666667,11.3,0
0.4,2.15,4.3,1
3.98,15.266666666666667,15.8,0
0.48,1.2833333333333334,5.3,1
1.04,4.333333333333333,6.3,0
1.9,10.55,9.8,1
1.0,4.466666666666667,7.3,1
1.2,7.033333333333333,7.800000000000001,0
6.88,25.4,26.3,0
0.87,3.95,5.8,0
0.53,6.7,6.8,1
1.02,8.466666666666667,7.8,0
1.35,25.0,16.8,1
1.48,17.9,12.8,0
3.8,24.2,18.3,1
3.1,11.55,12.8,0
1.02,10.583333333333334,9.8,1
0.68,4.333333333333333,6.3,0
2.36,14.716666666666667,12.8,0
0.5,5.35,5.8,1
0.6,5.683333333333334,6.800000000000001,1
1.4,8.183333333333334,8.3,0
2.3,11.383333333333333,10.8,0
0.7,13.6,10.3,0
1.2,3.95,7.3,0
0.8,4.55,6.3,0
1.97,8.066666666666666,9.8,0
5.48,14.95,19.3,0
1.06,5.916666666666667,6.8,0
1.2,9.633333333333333,8.8,0
15.4,39.883333333333326,48.3,0
1.99,8.05,9.8,0
3.2,20.083333333333332,16.799999999999997,1
1.1,7.283333333333333,7.800000000000001,1
2.93,18.216666666666665,15.3,1
0.7,6.866666666666666,6.8,0
1.06,13.2,10.3,1
0.38,2.85,4.8,0
2.0,13.4,11.8,0
1.1,5.716666666666667,7.3,0
1.08,12.783333333333333,9.8,1
4.74,12.15,17.3,1
0.83,3.05,5.3,1
1.2,8.866666666666667,8.3,0
0.79,3.95,5.8,0
1.84,4.95,8.8,0
2.28,9.633333333333333,10.8,0
7.42,39.883333333333326,31.3,0
0.85,3.35,5.3,0
1.18,8.233333333333333,8.3,0
3.1,19.266666666666666,15.3,0
0.97,3.9,6.3,0
1.15,12.75,10.3,0
0.2,1.0833333333333333,3.8,0
7.5,13.383333333333333,23.3,0
1.22,6.466666666666667,7.3,0
1.09,8.433333333333334,8.3,0
0.74,6.333333333333333,7.3,0
3.3,15.733333333333333,15.8,0
1.56,23.566666666666666,15.3,0
1.43,10.2,9.8,1
3.5,11.516666666666667,14.8,1
5.13,34.61666666666667,25.8,0
2.18,5.833333333333333,9.3,0
1.7,11.75,11.3,1
0.67,3.95,5.300000000000001,0
2.24,16.416666666666668,13.3,1
3.7,17.316666666666666,15.8,0
1.31,7.866666666666666,8.8,1
0.39,2.65,4.8,0
1.52,6.116666666666666,8.3,0
1.3,7.05,8.8,1
2.46,21.283333333333335,16.299999999999997,1
3.1,31.716666666666665,20.8,0
2.02,11.583333333333334,10.3,0
4.2,12.833333333333334,15.3,0
10.95,24.683333333333334,32.3,0
7.1,28.716666666666665,26.3,0
3.3,17.633333333333333,16.3,1
1.95,16.733333333333334,13.3,1
1.35,12.116666666666667,9.8,0
5.0,10.783333333333333,16.8,0
2.74,22.583333333333332,16.8,0
1.71,11.283333333333333,10.3,0
0.6,2.5833333333333335,5.8,0
4.87,19.35,17.8,0
1.0,5.116666666666666,6.8,0
5.5,20.883333333333333,21.3,0
2.8,17.866666666666667,14.3,1
1.23,3.6,6.3,0
1.28,10.466666666666667,9.8,1
2.61,17.016666666666666,13.8,1
2.84,23.05,16.8,0
2.0,19.266666666666666,13.8,0
4.6,13.933333333333334,17.3,0
1.09,7.166666666666667,7.3,0
4.13,13.516666666666667,15.8,0
1.05,6.85,7.8,0
1.5,6.9,7.800000000000001,1
0.94,9.45,8.3,0
9.38,23.733333333333334,29.3,0
2.4,17.366666666666667,11.8,0
0.75,5.816666666666666,6.3,0
1.85,7.983333333333333,9.3,0
2.2,17.633333333333333,14.3,1
0.6,3.3333333333333335,5.3,0
9.9,21.233333333333334,28.8,1
1.94,21.533333333333335,15.3,0
0.7,5.066666666666666,6.3,0
6.78,36.61666666666667,27.8,1
4.6,17.2,17.8,0
3.1,39.883333333333326,25.8,0
3.2,27.9,19.3,0
1.6,11.016666666666667,9.8,0
4.6,14.316666666666666,17.3,0
1.77,8.833333333333334,9.8,0
2.37,14.05,16.75,0
1.12,7.55,8.799999999999999,1
0.6,4.283333333333333,5.8,0
1.7,10.816666666666666,10.8,1
0.7,31.083333333333332,18.8,0
1.18,5.616666666666666,7.3,0
1.92,8.9,9.3,0
0.7,6.233333333333333,5.8,0
3.02,14.0,13.3,1
2.65,9.2,11.3,0
0.9,7.6,8.3,1
0.58,4.133333333333334,5.8,0
6.18,19.783333333333335,21.8,0
2.24,6.9,9.8,0
0.27,1.5333333333333334,5.3,1
1.71,14.116666666666667,11.3,1
1.32,5.416666666666667,7.300000000000001,1
1.1,4.516666666666667,6.8,0
1.33,10.433333333333334,9.8,0
3.8,15.133333333333333,15.3,0
2.2,15.8,13.3,1
5.87,13.9,19.3,0
1.3,8.383333333333333,8.3,1
3.36,18.3,15.8,0
13.3,29.983333333333334,39.3,0
6.47,27.85,25.8,0
1.0,7.366666666666666,8.3,0
0.98,6.166666666666667,7.3,0
1.9,11.983333333333333,11.3,0
1.7,10.7,10.3,0
1.7,15.083333333333334,11.3,0
2.17,16.5,12.8,0
9.31,22.316666666666666,29.8,1
2.17,6.9,9.3,0
0.97,6.416666666666667,6.8,1
1.41,15.466666666666667,11.8,0
0.32,3.7333333333333334,4.8,1
0.7,4.083333333333333,5.8,0
6.1,23.116666666666667,22.8,0
3.2,24.116666666666667,18.3,1
0.9,11.383333333333333,8.8,0
1.87,17.35,12.3,0
1.98,7.15,9.8,0
0.7,11.3,8.8,1
5.1,33.0,23.8,0
0.74,3.4,5.8,1
1.88,10.283333333333333,9.8,1
0.52,4.183333333333334,5.8,0
6.25,23.85,23.3,0
2.22,20.15,14.3,1
1.72,10.516666666666667,10.8,1
0.7,2.0166666666666666,5.300000000000001,0
1.7,11.783333333333333,10.8,0
6.16,26.833333333333332,24.3,0
0.44,5.133333333333334,5.8,0
0.3,1.9666666666666666,4.3,0
1.49,3.966666666666667,6.800000000000001,0
1.1,8.433333333333334,8.3,0
1.56,9.433333333333334,8.8,0
1.39,9.016666666666667,8.8,1
7.2,14.75,22.8,0
0.8,6.75,6.8,0
1.2,7.116666666666666,8.3,0
2.55,6.35,9.8,0
2.13,12.283333333333333,11.8,0
1.1,13.35,10.3,0
1.99,11.716666666666667,11.8,1
2.5,18.0,13.8,0
1.43,13.933333333333334,11.3,1
1.7,7.3,8.8,0
5.07,13.466666666666667,17.299999999999997,0
1.1,14.65,10.8,0
0.74,9.25,8.3,1
2.2,19.233333333333334,14.8,1
1.01,14.333333333333334,10.3,0
9.6,20.166666666666668,28.8,0
1.9,14.55,11.8,0
5.2,22.283333333333335,20.3,0
1.1,4.416666666666667,7.3,0
2.07,19.016666666666666,14.3,1
1.3,6.966666666666667,7.800000000000001,0
8.7,24.05,27.800000000000004,0
0.5,1.7333333333333334,4.3,0
0.7,7.316666666666666,6.8,0
5.93,20.0,21.8,0
0.76,5.883333333333334,6.3,0
1.9,9.85,10.3,0
1.22,7.716666666666667,8.3,0
5.42,13.916666666666666,18.8,0
1.6,7.083333333333333,8.299999999999999,0
1.0,2.7333333333333334,6.8,1
1.5,10.8,9.3,0
7.51,24.983333333333334,26.3,0
3.82,17.933333333333334,16.8,1
1.72,16.783333333333335,12.8,1
1.34,6.75,8.3,0
1.3,9.4,9.3,1
2.62,15.716666666666667,13.8,0
1.56,7.033333333333333,8.299999999999999,0
0.4,1.95,4.8,0
1.4,9.4,9.3,0
3.7,14.533333333333333,14.8,0
1.3,13.133333333333333,11.3,1
2.4,12.433333333333334,11.3,1
1.9,9.416666666666666,9.8,0
0.99,8.483333333333333,8.3,0
1.65,10.65,9.8,0
0.85,10.083333333333334,8.8,0
5.8,11.783333333333333,18.8,0
0.5,10.75,9.3,1
1.58,9.833333333333334,8.8,1
0.39,4.583333333333333,6.8,1
0.9,7.183333333333334,8.299999999999999,1
0.75,8.233333333333333,8.3,0
1.04,3.45,6.3,0
4.73,29.75,23.3,1
0.54,13.45,9.8,1
4.4,37.06666666666667,27.3,0
0.52,6.9,6.8,1
0.9,5.05,7.3,1
2.7,19.85,14.8,1
0.95,9.833333333333334,9.8,1
1.1,12.9,9.8,0
0.77,8.433333333333334,7.8,0
0.58,2.966666666666667,5.3,1
9.1,17.816666666666666,28.300000000000004,0
1.38,6.9,8.3,0
1.1,5.183333333333334,7.300000000000001,0
0.2,4.983333333333333,6.8,1
1.19,4.2,6.8,0
1.96,10.383333333333333,9.8,1
1.6,13.283333333333333,10.8,1
11.2,28.7,34.800000000000004,0
12.94,39.883333333333326,43.3,0
2.62,8.666666666666666,10.8,0
3.44,16.233333333333334,15.3,0
0.79,4.983333333333333,6.300000000000001,0
0.47,2.1666666666666665,4.8,0
1.7,19.216666666666665,13.3,0
0.9,13.366666666666667,11.3,1
1.03,4.25,5.8,0
1.5,9.316666666666666,8.8,0
1.45,11.716666666666667,10.3,0
1.78,18.05,13.3,0
0.86,3.7333333333333334,6.3,0
4.75,23.833333333333332,19.8,0
2.7,13.983333333333333,12.8,1
3.66,18.883333333333333,16.299999999999997,0
3.28,16.966666666666665,15.8,1
0.86,10.433333333333334,8.8,1
1.25,6.616666666666666,8.3,1
0.87,6.75,6.8,1
1.0,6.133333333333334,6.8,0
3.4,38.53333333333333,24.3,0
10.5,14.383333333333333,29.8,0
3.2,26.533333333333335,18.3,0
2.8,11.15,12.8,0
11.7,39.883333333333326,38.3,0
1.06,7.916666666666667,7.3,0
0.49,4.466666666666667,6.3,1
0.81,5.55,7.3,0
3.2,35.85,23.8,1
0.8,4.733333333333333,6.3,1
1.4,22.783333333333335,15.3,0
0.9,4.383333333333334,6.3,0
1.23,5.75,7.299999999999999,1
1.5,6.616666666666666,8.3,0
1.4,13.833333333333334,10.8,1
2.5,12.1,11.8,1
0.6,3.716666666666667,6.3,1
8.0,39.883333333333326,38.8,1
1.2,7.883333333333334,7.8,0
3.09,14.466666666666667,13.8,0
2.56,12.3,12.8,1
1.39,8.666666666666666,8.3,0
7.69,17.466666666666665,24.3,0
2.36,17.016666666666666,14.3,1
0.7,13.85,10.8,0
2.5,12.133333333333333,11.8,0
1.52,5.566666666666666,7.799999999999999,0
2.64,21.183333333333334,16.299999999999997,0
5.76,39.883333333333326,28.8,1
6.03,11.766666666666667,19.8,0
0.71,3.65,5.300000000000001,0
10.28,32.03333333333333,35.8,0
1.17,5.45,8.3,1
1.9,11.066666666666666,10.3,0
0.36,4.783333333333333,5.8,0
0.84,5.55,6.3,0
4.66,17.316666666666666,18.3,0
1.7,16.516666666666666,13.3,1
0.74,7.133333333333334,6.8,0
1.03,5.133333333333334,6.3,0
1.5,8.1,9.3,0
1.82,11.3,10.8,0
1.9,8.666666666666666,9.3,0
2.4,19.65,15.8,1
2.2,6.333333333333333,9.3,1
10.02,24.816666666666666,30.800000000000004,0
0.87,4.633333333333334,6.3,0
0.5,3.1166666666666667,6.3,1
1.03,7.033333333333333,8.8,1
2.58,23.833333333333332,15.8,0
1.71,13.283333333333333,11.3,0
8.54,36.78333333333333,32.8,0
1.2,6.633333333333334,7.8,0
0.83,5.216666666666667,6.300000000000001,0
0.8,5.166666666666667,6.3,1
14.2,39.883333333333326,47.8,0
1.03,6.0,7.3,0
0.9,4.633333333333334,6.800000000000001,0
9.3,24.6,29.3,0
2.9,11.683333333333334,12.3,0
0.51,2.5166666666666666,5.8,1
2.77,18.966666666666665,14.3,0
1.8,14.833333333333334,12.3,0
1.26,9.883333333333333,8.8,1
2.02,17.633333333333333,12.8,0
2.5,16.3,14.3,1
0.5,3.816666666666667,5.3,0
5.78,36.483333333333334,28.800000000000004,1
0.72,6.433333333333334,7.3,0
1.8,9.75,10.3,0
1.24,8.1,7.8,0
2.45,22.216666666666665,16.8,1
1.86,12.283333333333333,10.3,1
0.6,8.65,7.8,1
3.77,17.583333333333332,15.3,1
1.73,11.583333333333334,11.3,1
0.57,2.783333333333333,5.8,1
1.1,7.55,7.300000000000001,0
4.6,33.5,24.800000000000004,0
0.3,3.966666666666667,6.3,1
1.1,8.433333333333334,8.3,1
5.13,14.283333333333333,17.8,0
8.84,32.833333333333336,32.8,0
3.6,20.1,17.3,1
6.12,39.883333333333326,31.3,1
14.6,35.233333333333334,43.8,0
1.43,15.1,11.3,1
1.0,15.183333333333334,11.3,0
0.6,6.066666666666666,6.3,1
1.6,9.066666666666666,9.3,0
1.13,5.7,6.8,0
2.3,15.333333333333334,12.8,0
1.7,13.016666666666667,10.3,1
15.11,26.166666666666668,43.3,0
0.67,5.016666666666667,6.8,0
0.9,7.883333333333334,8.8,1
0.4,3.55,5.3,0
0.74,6.2,6.3,1
0.7,2.816666666666667,5.800000000000001,0
13.3,39.883333333333326,48.8,0
0.92,4.0,6.3,0
1.87,20.15,13.8,0
1.69,19.983333333333334,14.3,0
6.57,36.9,26.8,0
2.8,11.2,12.3,0
1.7,11.116666666666667,10.3,0
4.1,20.733333333333334,18.3,0
1.29,8.0,8.3,1
3.69,17.733333333333334,16.8,1
0.5,5.15,5.8,0
3.51,18.066666666666666,16.299999999999997,0
1.7,7.483333333333333,8.3,0
0.37,2.533333333333333,4.8,0
4.04,28.816666666666666,20.8,0
0.93,7.5,8.3,0
1.6,9.066666666666666,8.8,1
1.4,6.15,7.8,1
1.76,17.983333333333334,13.8,1
0.88,6.55,7.3,0
1.22,7.616666666666666,8.3,0
5.38,19.0,18.3,1
1.99,14.1,11.3,0
0.55,3.5166666666666666,5.8,0
1.4,5.583333333333333,7.800000000000001,0
1.1,10.216666666666667,8.8,0
2.2,13.166666666666666,11.3,0
3.65,28.833333333333332,19.8,0
0.0,0.13333333333333333,4.3,1
6.2,31.683333333333334,26.3,0
4.43,15.616666666666667,17.3,0
0.7,6.166666666666667,6.3,0
6.5,39.883333333333326,31.8,1
0.2,2.75,4.3,0
3.9,23.616666666666667,18.8,0
1.6,26.333333333333332,16.8,1
1.9,14.633333333333333,12.8,1
1.8,13.033333333333333,11.8,1
1.6,7.466666666666667,8.3,0
1.38,11.833333333333334,10.3,0
8.6,27.65,30.800000000000004,0
0.66,2.65,4.8,1
1.08,8.7,9.3,1
1.05,4.95,6.8,0
3.0,20.683333333333334,16.8,0
3.5,18.9,16.3,0
1.82,11.816666666666666,10.8,0
2.13,23.166666666666668,16.8,1
0.48,4.966666666666667,5.8,0
1.36,6.75,8.3,0
1.7,9.083333333333334,9.3,1
1.8,13.333333333333334,11.8,0
5.4,19.3,20.3,0
2.99,16.183333333333334,14.8,0
6.0,10.983333333333333,18.8,0
6.9,17.233333333333334,22.8,1
0.6,5.366666666666666,6.8,0
11.5,30.833333333333332,36.8,1
11.42,39.883333333333326,41.3,1
1.03,9.05,8.3,0
2.09,20.366666666666667,14.8,0
2.25,16.983333333333334,13.3,0
1.59,17.4,13.3,1
1.1,8.233333333333333,7.8,0
0.2,3.3833333333333333,4.8,1
8.19,28.466666666666665,29.3,0
0.49,1.3666666666666667,5.300000000000001,1
2.77,19.7,14.799999999999995,1
1.86,13.416666666666666,11.3,0
9.7,39.883333333333326,55.8,0
0.6,4.183333333333334,5.3,0
1.8,11.15,10.3,0
1.0,7.316666666666666,7.8,1
2.85,17.683333333333334,15.3,0
1.44,9.566666666666666,10.3,1
3.05,11.4,11.8,1
2.11,19.25,14.799999999999995,1
1.92,10.8,10.3,0
1.3,7.933333333333334,8.3,0
0.8,3.8833333333333333,5.8,0
4.81,15.0,17.3,0
1.2,13.8,10.8,0
1.6,7.133333333333334,8.8,0
0.4,4.233333333333333,5.3,0
2.7,20.783333333333335,15.8,0
1.1,14.8,10.8,0
0.7,3.95,5.3,1
3.56,18.566666666666666,15.8,0
2.5,13.15,12.8,0
5.0,14.266666666666667,17.8,1
0.91,3.5166666666666666,6.3,0
1.33,14.533333333333333,11.3,0
2.79,8.666666666666666,11.3,0
0.2,1.9,4.3,0
1.2,11.783333333333333,9.8,0
1.95,7.816666666666666,8.8,0
0.9,5.85,7.800000000000001,1
1.25,11.216666666666667,9.3,0
4.34,24.083333333333332,19.3,0
1.4,7.216666666666667,8.3,0
2.32,11.166666666666666,10.8,0
2.38,24.666666666666668,16.3,1
1.08,5.316666666666666,7.799999999999999,1
2.0,37.233333333333334,22.3,0
1.39,18.15,12.8,0
0.1,2.783333333333333,5.3,1
3.3,17.816666666666666,15.3,0
1.34,8.083333333333334,8.3,0
4.2,24.466666666666665,20.3,0
6.84,19.583333333333332,22.8,1
2.0,10.6,9.8,0
0.71,4.05,6.3,0
2.72,19.933333333333334,16.3,1
1.35,5.683333333333334,7.799999999999999,0
1.74,8.016666666666667,9.3,0
0.5,3.4833333333333334,5.300000000000001,0
0.86,6.0,6.8,0
4.4,39.85,25.8,0
1.16,6.7,7.3,0
1.83,12.233333333333333,11.3,1
3.04,10.066666666666666,12.8,0
1.88,17.116666666666667,12.3,1
1.37,10.616666666666667,9.3,0
12.4,22.016666666666666,36.3,0
2.32,12.816666666666666,11.8,1
2.15,6.266666666666667,9.3,0
0.6,4.683333333333334,6.3,0
4.1,15.35,15.8,1
3.9,8.583333333333334,13.8,0
1.5,14.183333333333334,11.8,1
3.2,13.35,14.3,1
1.02,5.8,7.3,1
1.69,11.766666666666667,9.8,0
8.4,25.133333333333333,28.800000000000004,0
0.8,9.75,8.3,0
1.35,8.383333333333333,8.3,0
0.75,3.3833333333333333,5.8,0
0.89,3.683333333333333,6.3,0
1.67,20.266666666666666,13.8,1
4.2,18.35,17.8,1
6.23,16.933333333333334,21.3,0
0.74,3.933333333333333,6.3,1
1.13,6.683333333333334,7.8,1
1.0,4.4,6.8,0
0.7,2.783333333333333,5.3,1
0.8,4.65,5.8,1
2.56,9.2,10.8,0
4.99,24.916666666666668,21.3,0
2.2,14.166666666666666,12.8,1
1.6,6.516666666666667,7.8,0
10.65,39.15,35.3,0
0.3,1.7666666666666666,5.3,1
7.0,16.133333333333333,22.3,0
7.6,19.566666666666666,25.3,0
2.3,11.266666666666667,11.3,0
1.4,10.883333333333333,9.8,0
3.24,16.066666666666666,14.8,0
8.3,39.883333333333326,33.8,1
2.4,16.5,12.8,0
5.78,20.816666666666666,21.8,0
1.2,15.333333333333334,11.3,0
1.01,6.466666666666667,7.3,0
5.01,18.65,19.3,0
14.6,34.583333333333336,42.8,0
1.6,10.966666666666667,9.8,1
6.7,22.533333333333335,24.3,0
1.6,6.35,8.8,0
3.9,19.55,17.3,0
1.7,10.3,10.3,0
2.06,22.933333333333334,15.3,0
0.71,2.8333333333333335,6.3,1
12.3,39.883333333333326,43.3,0
1.51,17.333333333333332,13.3,1
3.8,18.166666666666668,16.3,0
1.23,12.633333333333333,10.3,0
2.1,9.416666666666666,10.3,0
0.86,11.183333333333334,8.8,0
1.2,5.366666666666666,7.3,0
0.68,4.733333333333333,5.8,0
1.79,6.333333333333333,8.3,1
1.17,14.516666666666667,11.3,0
1.4,8.883333333333333,9.3,1
2.51,9.266666666666667,10.3,1
3.1,16.266666666666666,15.3,0
1.41,7.883333333333334,8.3,0
0.9,10.633333333333333,8.8,1
2.4,13.333333333333334,11.8,0
1.6,10.5,10.3,0
1.15,6.2,7.8,0
1.9,11.716666666666667,10.8,0
0.49,2.2333333333333334,4.3,1
0.9,10.15,8.8,0
3.52,19.066666666666666,15.8,0
2.88,11.583333333333334,12.8,0
2.8,22.916666666666668,16.299999999999997,0
14.2,31.35,41.3,0
1.38,17.916666666666668,12.3,1
1.2,8.75,8.8,0
0.4,2.8833333333333333,5.3,0
0.92,7.65,7.8,1
1.64,9.116666666666667,9.8,1
3.8,22.366666666666667,17.8,0
5.0,35.96666666666667,25.8,1
2.56,21.5,16.3,1
1.1,5.5,7.3,0
1.1,6.383333333333334,7.300000000000001,0
5.0,30.716666666666665,23.8,1
10.09,15.433333333333334,28.8,0
1.13,8.6,8.3,0
1.36,15.716666666666667,11.3,0
1.21,11.883333333333333,9.8,1
2.03,12.666666666666666,11.8,0
1.07,8.55,8.299999999999999,0
0.9,11.533333333333333,9.3,0
1.77,14.5,11.3,0
1.47,8.566666666666666,9.3,0
0.5,4.816666666666666,6.800000000000001,1
1.7,13.066666666666666,10.8,0
1.95,12.25,11.3,0
0.64,13.15,10.8,1
1.99,10.866666666666667,10.8,0
0.56,3.3666666666666667,5.3,0
0.92,19.7,13.3,0
4.76,21.033333333333335,18.8,1
2.1,13.133333333333333,11.8,0
0.4,3.966666666666667,5.3,1
1.54,5.716666666666667,8.3,0
0.93,10.983333333333333,9.3,1
1.43,7.616666666666666,8.8,1
1.19,4.766666666666667,7.299999999999999,0
9.6,28.033333333333335,31.8,0
2.0,16.316666666666666,13.3,0
2.72,13.116666666666667,12.8,0
4.6,22.9,20.3,0
1.61,7.733333333333333,8.3,0
1.53,7.416666666666667,8.8,0
0.5,5.566666666666666,5.8,0
0.56,4.8,6.800000000000001,1
0.16,5.0,5.8,1
1.3,14.433333333333334,11.8,1
1.5,8.733333333333333,9.3,0
1.17,8.916666666666666,9.3,1
1.53,12.7,11.8,1
1.1,5.15,7.3,0
1.43,13.733333333333333,10.8,0
3.72,17.383333333333333,15.3,1
1.2,12.433333333333334,10.8,0
1.84,11.483333333333333,10.8,0
14.92,39.883333333333326,44.8,0
1.09,6.55,7.300000000000001,0
3.37,17.866666666666667,15.3,0
1.2,10.0,9.3,0
5.11,10.316666666666666,16.8,1
3.3,30.266666666666666,20.3,0
3.9,23.233333333333334,17.8,0
1.53,13.183333333333334,10.8,1
3.92,17.4,15.8,0
9.04,21.383333333333333,28.3,0
2.2,22.766666666666666,15.8,0
2.22,12.6,12.8,1
1.4,6.683333333333334,8.3,0
10.48,19.783333333333335,30.8,0
1.9,19.1,14.3,1
1.4,8.516666666666667,9.8,1
1.62,10.366666666666667,9.8,0
1.67,11.816666666666666,10.8,0
4.0,14.75,16.299999999999997,0
0.5,5.5,6.3,0
0.68,4.5,5.8,0
14.4,28.933333333333334,41.8,0
1.57,6.516666666666667,8.8,1
0.45,2.4,5.8,1
1.8,11.4,10.8,0
2.45,20.183333333333334,14.3,0
2.5,18.716666666666665,15.3,0
15.65,22.75,43.3,0
2.4,10.033333333333333,11.3,0
2.5,20.916666666666668,15.3,1
0.84,9.066666666666666,8.3,1
0.8,3.0833333333333335,5.8,0
1.23,21.45,15.3,1
3.97,18.866666666666667,17.3,1
0.87,8.25,7.799999999999999,0
1.37,3.6,7.3,0
1.2,8.25,8.299999999999999,0
1.0,7.7,7.800000000000001,0
0.7,4.566666666666666,6.3,0
2.43,14.033333333333333,12.3,0
4.9,10.3,16.3,0
1.22,11.05,9.3,0
1.61,8.716666666666667,8.299999999999999,0
1.2,12.833333333333334,10.3,0
0.69,4.983333333333333,5.8,0
0.6,2.9,5.3,0
2.3,22.483333333333334,16.3,0
2.5,14.383333333333333,13.3,0
6.3,23.3,24.8,0
2.5,12.583333333333334,11.8,0
0.9,12.066666666666666,9.3,0
1.0,2.433333333333333,6.3,0
2.63,10.816666666666666,11.8,0
0.39,3.5,5.8,0
1.56,6.883333333333334,8.3,0
0.97,5.766666666666667,6.8,0
2.01,9.116666666666667,9.8,0
1.68,17.416666666666668,13.8,1
0.9,9.066666666666666,8.299999999999999,0
2.0,9.733333333333333,10.3,0
2.82,22.066666666666666,16.8,1
3.1,14.35,13.3,0
1.31,7.766666666666667,7.799999999999999,1
0.85,4.966666666666667,6.3,0
0.56,2.8666666666666667,4.8,0
15.72,39.883333333333326,49.8,0
1.54,16.416666666666668,13.3,1
0.82,3.9,5.8,1
0.5,2.35,5.3,0
7.87,31.133333333333333,29.800000000000004,1
1.5,12.95,10.3,0
3.16,29.95,19.3,0
1.0,6.583333333333333,6.8,0
0.94,5.733333333333333,6.8,0
2.01,8.683333333333334,10.3,0
1.03,8.883333333333333,8.3,0
0.0,0.03333333333333333,3.8000000000000007,0
2.3,10.816666666666666,10.8,0
0.5,1.8833333333333333,5.3,1
4.3,15.766666666666667,16.8,1
0.96,8.683333333333334,7.800000000000001,0
1.5,8.216666666666667,9.3,0
3.05,18.55,14.8,1
2.95,16.916666666666668,15.3,1
1.1,6.25,7.3,0
0.42,4.0,5.3,0
0.9,3.55,5.800000000000001,0
1.85,10.65,10.8,1
11.6,17.85,33.3,0
1.3,12.783333333333333,10.3,0
1.14,7.7,7.3,0
2.5,20.866666666666667,14.8,0
2.38,11.483333333333333,11.3,0
10.22,39.883333333333326,42.8,0
2.57,14.15,13.3,0
1.25,9.05,8.8,0
3.39,18.083333333333332,14.8,0
1.97,21.85,14.8,0
1.5,8.55,8.8,0
1.3,8.5,8.3,1
10.16,28.516666666666666,31.800000000000004,0
3.76,23.683333333333334,18.8,0
1.44,7.783333333333333,8.8,0
1.1,7.283333333333333,8.8,1
